"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Jan 02 23:14:38 GMT 2025","Thu Jan 02 23:14:38 GMT 2025","2","","Create Book API Testing","","User creates a book with additional parameter","","User creates a book with additional parameter",""
"failed","Thu Jan 02 23:14:37 GMT 2025","Thu Jan 02 23:14:38 GMT 2025","93","","Create Book API Testing","","User creates a book without author","","User creates a book without author",""
"skipped","Thu Jan 02 23:14:38 GMT 2025","Thu Jan 02 23:14:38 GMT 2025","3","","Create Book API Testing","","User creates a book with a duplicate title","","User creates a book with a duplicate title",""
"passed","Thu Jan 02 23:14:38 GMT 2025","Thu Jan 02 23:14:38 GMT 2025","97","","Get Book Requests","","Admin GET all books","","Admin GET all books",""
"failed","Thu Jan 02 23:14:39 GMT 2025","Thu Jan 02 23:14:39 GMT 2025","95","","Update Book API Testing","","Admin updates the book with missing mandatory fields","","Admin updates the book with missing mandatory fields",""
"passed","Thu Jan 02 23:15:19 GMT 2025","Thu Jan 02 23:15:26 GMT 2025","7826","","Add product to wish list","","Add a product to the wish list","","Add a product to the wish list","  As a user
  I want to add products to the wish list
  So that I can purchase them later"
"passed","Thu Jan 02 23:14:38 GMT 2025","Thu Jan 02 23:14:38 GMT 2025","88","","Get Book Requests","","User GET all books","","User GET all books",""
"passed","Thu Jan 02 23:17:35 GMT 2025","Thu Jan 02 23:17:40 GMT 2025","5237","","remove product from cart","","Remove a product from the cart","","Remove a product from the cart","  As a user
  I want to remove products from the cart
  So that I can update my selection"
"failed","Thu Jan 02 23:14:39 GMT 2025","Thu Jan 02 23:14:39 GMT 2025","118","","Update Book API Testing","","Admin updates the details of a book","","Admin updates the details of a book",""
"passed","Thu Jan 02 23:14:39 GMT 2025","Thu Jan 02 23:14:39 GMT 2025","88","","Update Book API Testing","","User updates the details of a book","","User updates the details of a book",""
"passed","Thu Jan 02 23:15:26 GMT 2025","Thu Jan 02 23:17:15 GMT 2025","108920","","Proceed to Checkout and Place Order","","User proceeds to checkout","","User proceeds to checkout","  As a  user
  I want to add products to the cart
  and proceed to checkout
  So that I can place an order without an account, but I must create an account to complete the purchase."
"passed","Thu Jan 02 23:14:38 GMT 2025","Thu Jan 02 23:14:38 GMT 2025","31","","Create Book API Testing","","Un Authenticated Request to create book","","Un Authenticated Request to create book",""
"passed","Thu Jan 02 23:15:11 GMT 2025","Thu Jan 02 23:15:19 GMT 2025","7782","","Add product to cart","","Add a single product to the cart","","Add a single product to the cart","  As a user
  I want to add products to the cart 
  So that I can purchase them later"
"passed","Thu Jan 02 23:14:51 GMT 2025","Thu Jan 02 23:15:07 GMT 2025","16273","","register new user","","Create a new account to register","","Create a new account to register","  As a user
  I want to register
  So that I can login"
"passed","Thu Jan 02 23:14:39 GMT 2025","Thu Jan 02 23:14:39 GMT 2025","99","","Update Book API Testing","","Admin updates the book with non-existing id","","Admin updates the book with non-existing id",""
"passed","Thu Jan 02 23:14:38 GMT 2025","Thu Jan 02 23:14:38 GMT 2025","97","","Delete Book API Testing","","Admin deletes a book with an incorrect ID","","Admin deletes a book with an incorrect ID",""
"failed","Thu Jan 02 23:14:38 GMT 2025","Thu Jan 02 23:14:38 GMT 2025","107","","Delete Book API Testing","","User tries to delete a book","","User tries to delete a book",""
"passed","Thu Jan 02 23:17:15 GMT 2025","Thu Jan 02 23:17:26 GMT 2025","11181","","Edit an item on cart","","Edit an item on cart","","Edit an item on cart","  As a user
  I want to edit an item that already added to cart"
"failed","Thu Jan 02 23:14:39 GMT 2025","Thu Jan 02 23:14:39 GMT 2025","104","","Get Book Requests","","GET books with invalid query parameters","","GET books with invalid query parameters",""
"broken","Thu Jan 02 23:17:26 GMT 2025","Thu Jan 02 23:17:35 GMT 2025","8495","","Add a new address","","User adds a new address","","User adds a new address","  As a user
  I want to add a new address
  So that I can use them later"
"skipped","Thu Jan 02 23:14:38 GMT 2025","Thu Jan 02 23:14:38 GMT 2025","3","","Create Book API Testing","","User creates a book with an empty author and title","","User creates a book with an empty author and title",""
"passed","Thu Jan 02 23:14:36 GMT 2025","Thu Jan 02 23:14:37 GMT 2025","1809","","Create Book API Testing","","User creates a book with valid data","","User creates a book with valid data",""
"failed","Thu Jan 02 23:14:38 GMT 2025","Thu Jan 02 23:14:38 GMT 2025","86","","Get Book Requests","","GET books when no books exist","","GET books when no books exist",""
"passed","Thu Jan 02 23:14:38 GMT 2025","Thu Jan 02 23:14:38 GMT 2025","100","","Create Book API Testing","","Admin creates a book with valid data","","Admin creates a book with valid data",""
"passed","Thu Jan 02 23:15:07 GMT 2025","Thu Jan 02 23:15:11 GMT 2025","3297","","Advanced Search for Products","","Search for a product using advanced search filters","","Search for a product using advanced search filters","  As a user
  I want to search for products using advanced filters
  So that I can find specific products efficiently"
"failed","Thu Jan 02 23:14:37 GMT 2025","Thu Jan 02 23:14:37 GMT 2025","104","","Create Book API Testing","","User creates a book without title","","User creates a book without title",""
"failed","Thu Jan 02 23:14:38 GMT 2025","Thu Jan 02 23:14:38 GMT 2025","89","","Delete Book API Testing","","Admin deletes a book with an invalid ID","","Admin deletes a book with an invalid ID",""
"failed","Thu Jan 02 23:14:38 GMT 2025","Thu Jan 02 23:14:38 GMT 2025","108","","Delete Book API Testing","","Admin deletes a book with a valid ID","","Admin deletes a book with a valid ID",""
