"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 02 20:25:43 GMT 2025","Thu Jan 02 20:25:43 GMT 2025","96","","Get Book Requests","","User GET all books","","User GET all books",""
"passed","Thu Jan 02 20:25:42 GMT 2025","Thu Jan 02 20:25:43 GMT 2025","102","","Create Book API Testing","","Admin creates a book with valid data","","Admin creates a book with valid data",""
"failed","Thu Jan 02 20:25:42 GMT 2025","Thu Jan 02 20:25:42 GMT 2025","95","","Create Book API Testing","","User creates a book without author","","User creates a book without author",""
"passed","Thu Jan 02 20:25:44 GMT 2025","Thu Jan 02 20:25:44 GMT 2025","93","","Update Book API Testing","","Admin updates the book with non-existing id","","Admin updates the book with non-existing id",""
"failed","Thu Jan 02 20:25:42 GMT 2025","Thu Jan 02 20:25:42 GMT 2025","107","","Create Book API Testing","","User creates a book without title","","User creates a book without title",""
"failed","Thu Jan 02 20:25:43 GMT 2025","Thu Jan 02 20:25:43 GMT 2025","112","","Delete Book API Testing","","Admin deletes a book with a valid ID","","Admin deletes a book with a valid ID",""
"failed","Thu Jan 02 20:25:43 GMT 2025","Thu Jan 02 20:25:43 GMT 2025","107","","Delete Book API Testing","","User tries to delete a book","","User tries to delete a book",""
"passed","Thu Jan 02 20:25:44 GMT 2025","Thu Jan 02 20:25:44 GMT 2025","88","","Update Book API Testing","","User updates the details of a book","","User updates the details of a book",""
"skipped","Thu Jan 02 20:25:43 GMT 2025","Thu Jan 02 20:25:43 GMT 2025","5","","Create Book API Testing","","User creates a book with additional parameter","","User creates a book with additional parameter",""
"passed","Thu Jan 02 20:25:43 GMT 2025","Thu Jan 02 20:25:43 GMT 2025","38","","Create Book API Testing","","Un Authenticated Request to create book","","Un Authenticated Request to create book",""
"skipped","Thu Jan 02 20:25:43 GMT 2025","Thu Jan 02 20:25:43 GMT 2025","5","","Create Book API Testing","","User creates a book with an empty author and title","","User creates a book with an empty author and title",""
"failed","Thu Jan 02 20:25:43 GMT 2025","Thu Jan 02 20:25:44 GMT 2025","105","","Get Book Requests","","GET books with invalid query parameters","","GET books with invalid query parameters",""
"skipped","Thu Jan 02 20:25:43 GMT 2025","Thu Jan 02 20:25:43 GMT 2025","8","","Create Book API Testing","","User creates a book with a duplicate title","","User creates a book with a duplicate title",""
"failed","Thu Jan 02 20:25:43 GMT 2025","Thu Jan 02 20:25:43 GMT 2025","98","","Delete Book API Testing","","Admin deletes a book with an invalid ID","","Admin deletes a book with an invalid ID",""
"passed","Thu Jan 02 20:25:43 GMT 2025","Thu Jan 02 20:25:43 GMT 2025","98","","Delete Book API Testing","","Admin deletes a book with an incorrect ID","","Admin deletes a book with an incorrect ID",""
"failed","Thu Jan 02 20:25:44 GMT 2025","Thu Jan 02 20:25:44 GMT 2025","96","","Update Book API Testing","","Admin updates the details of a book","","Admin updates the details of a book",""
"passed","Thu Jan 02 20:25:43 GMT 2025","Thu Jan 02 20:25:43 GMT 2025","98","","Get Book Requests","","Admin GET all books","","Admin GET all books",""
"failed","Thu Jan 02 20:25:43 GMT 2025","Thu Jan 02 20:25:43 GMT 2025","93","","Get Book Requests","","GET books when no books exist","","GET books when no books exist",""
"failed","Thu Jan 02 20:25:44 GMT 2025","Thu Jan 02 20:25:44 GMT 2025","95","","Update Book API Testing","","Admin updates the book with missing mandatory fields","","Admin updates the book with missing mandatory fields",""
"passed","Thu Jan 02 20:25:40 GMT 2025","Thu Jan 02 20:25:42 GMT 2025","2012","","Create Book API Testing","","User creates a book with valid data","","User creates a book with valid data",""
