"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Jan 01 18:45:33 GMT 2025","Wed Jan 01 18:45:33 GMT 2025","2","","Create Book API Testing","","User creates a book with additional parameter","","User creates a book with additional parameter",""
"passed","Wed Jan 01 18:45:31 GMT 2025","Wed Jan 01 18:45:32 GMT 2025","1735","","Create Book API Testing","","User creates a book with valid data","","User creates a book with valid data",""
"passed","Wed Jan 01 18:45:33 GMT 2025","Wed Jan 01 18:45:34 GMT 2025","95","","Update Book API Testing","","Admin updates the book with non-existing id","","Admin updates the book with non-existing id",""
"passed","Wed Jan 01 18:45:33 GMT 2025","Wed Jan 01 18:45:33 GMT 2025","88","","Delete Book API Testing","","Admin deletes a book with an incorrect ID","","Admin deletes a book with an incorrect ID",""
"failed","Wed Jan 01 18:45:32 GMT 2025","Wed Jan 01 18:45:33 GMT 2025","109","","Create Book API Testing","","User creates a book without title","","User creates a book without title",""
"failed","Wed Jan 01 18:45:33 GMT 2025","Wed Jan 01 18:45:33 GMT 2025","97","","Create Book API Testing","","User creates a book without author","","User creates a book without author",""
"failed","Wed Jan 01 18:45:33 GMT 2025","Wed Jan 01 18:45:33 GMT 2025","104","","Delete Book API Testing","","User tries to delete a book","","User tries to delete a book",""
"passed","Wed Jan 01 18:45:34 GMT 2025","Wed Jan 01 18:45:34 GMT 2025","88","","Update Book API Testing","","User updates the details of a book","","User updates the details of a book",""
"failed","Wed Jan 01 18:45:33 GMT 2025","Wed Jan 01 18:45:33 GMT 2025","88","","Delete Book API Testing","","Admin deletes a book with an invalid ID","","Admin deletes a book with an invalid ID",""
"failed","Wed Jan 01 18:45:33 GMT 2025","Wed Jan 01 18:45:33 GMT 2025","94","","Update Book API Testing","","Admin updates the book with missing mandatory fields","","Admin updates the book with missing mandatory fields",""
"skipped","Wed Jan 01 18:45:33 GMT 2025","Wed Jan 01 18:45:33 GMT 2025","4","","Create Book API Testing","","User creates a book with an empty author and title","","User creates a book with an empty author and title",""
"failed","Wed Jan 01 18:45:33 GMT 2025","Wed Jan 01 18:45:33 GMT 2025","90","","Update Book API Testing","","Admin updates the details of a book","","Admin updates the details of a book",""
"skipped","Wed Jan 01 18:45:33 GMT 2025","Wed Jan 01 18:45:33 GMT 2025","3","","Create Book API Testing","","User creates a book with a duplicate title","","User creates a book with a duplicate title",""
"passed","Wed Jan 01 18:45:33 GMT 2025","Wed Jan 01 18:45:33 GMT 2025","33","","Create Book API Testing","","Un Authenticated Request to create book","","Un Authenticated Request to create book",""
"passed","Wed Jan 01 18:45:51 GMT 2025","Wed Jan 01 18:45:52 GMT 2025","916","","remove product from cart","","Remove a product from the cart","","Remove a product from the cart","  As a user
  I want to remove products from the cart
  So that I can update my selection"
"failed","Wed Jan 01 18:45:33 GMT 2025","Wed Jan 01 18:45:33 GMT 2025","115","","Delete Book API Testing","","Admin deletes a book with a valid ID","","Admin deletes a book with a valid ID",""
"passed","Wed Jan 01 18:45:43 GMT 2025","Wed Jan 01 18:45:51 GMT 2025","8304","","Add product to cart","","Add a single product to the cart","","Add a single product to the cart","  As a user
  I want to add products to the cart 
  So that I can purchase them later"
"passed","Wed Jan 01 18:45:33 GMT 2025","Wed Jan 01 18:45:33 GMT 2025","107","","Create Book API Testing","","Admin creates a book without author","","Admin creates a book without author",""
