"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jan 03 18:20:58 GMT 2025","Fri Jan 03 18:21:15 GMT 2025","16784","","Edit an item on cart","","Edit an item on cart","","Edit an item on cart","  As a user
  I want to edit an item that already added to cart"
"passed","Fri Jan 03 18:18:10 GMT 2025","Fri Jan 03 18:18:10 GMT 2025","90","","Update Book API Testing","","User updates the Book with valid data","","User updates the Book with valid data",""
"passed","Fri Jan 03 18:18:08 GMT 2025","Fri Jan 03 18:18:08 GMT 2025","90","","Delete Book API Testing","","Admin deletes a book with an incorrect ID","","Admin deletes a book with an incorrect ID",""
"passed","Fri Jan 03 18:18:09 GMT 2025","Fri Jan 03 18:18:09 GMT 2025","93","","Get Book Requests","","Admin GET all books","","Admin GET all books",""
"passed","Fri Jan 03 18:19:11 GMT 2025","Fri Jan 03 18:20:58 GMT 2025","107504","","Proceed to Checkout and Place Order","","User proceeds to checkout","","User proceeds to checkout","  As a  user
  I want to add products to the cart
  and proceed to checkout
  So that I can place an order without an account, but I must create an account to complete the purchase."
"passed","Fri Jan 03 18:18:10 GMT 2025","Fri Jan 03 18:18:10 GMT 2025","88","","Update Book API Testing","","Admin updates the book with non-existing ID","","Admin updates the book with non-existing ID",""
"failed","Fri Jan 03 18:18:07 GMT 2025","Fri Jan 03 18:18:08 GMT 2025","100","","Create Book API Testing","","User creates a book without author","","User creates a book without author",""
"passed","Fri Jan 03 18:18:41 GMT 2025","Fri Jan 03 18:18:56 GMT 2025","14796","","Add review to a product","","Add review to a product","","Add review to a product","  As a user
  I want to add review to the products"
"passed","Fri Jan 03 18:18:56 GMT 2025","Fri Jan 03 18:19:03 GMT 2025","6954","","Add product to cart","","Add a single product to the cart","","Add a single product to the cart","  As a user
  I want to add products to the cart 
  So that I can purchase them later"
"passed","Fri Jan 03 18:18:33 GMT 2025","Fri Jan 03 18:18:41 GMT 2025","8578","","Product Comparison Functionality","","Add a product to the comparison list from the product detail page","","Add a product to the comparison list from the product detail page","  As a user
  I want to be able to add products to a comparison list
  So that I can compare the features of different products"
"passed","Fri Jan 03 18:21:26 GMT 2025","Fri Jan 03 18:21:31 GMT 2025","5036","","remove product from cart","","Remove a product from the cart","","Remove a product from the cart","  As a user
  I want to remove products from the cart
  So that I can update my selection"
"failed","Fri Jan 03 18:18:08 GMT 2025","Fri Jan 03 18:18:08 GMT 2025","91","","Delete Book API Testing","","Admin deletes a book with an invalid ID","","Admin deletes a book with an invalid ID",""
"failed","Fri Jan 03 18:18:08 GMT 2025","Fri Jan 03 18:18:08 GMT 2025","95","","Create Book API Testing","","User creates a book with additional parameter","","User creates a book with additional parameter",""
"failed","Fri Jan 03 18:18:07 GMT 2025","Fri Jan 03 18:18:07 GMT 2025","120","","Create Book API Testing","","User creates a book without title","","User creates a book without title",""
"failed","Fri Jan 03 18:18:10 GMT 2025","Fri Jan 03 18:18:10 GMT 2025","90","","Update Book API Testing","","Admin updates the book with missing mandatory fields","","Admin updates the book with missing mandatory fields",""
"failed","Fri Jan 03 18:18:08 GMT 2025","Fri Jan 03 18:18:09 GMT 2025","88","","Get Book By ID API Testing","","User retrieves a specific book","","User retrieves a specific book",""
"passed","Fri Jan 03 18:18:08 GMT 2025","Fri Jan 03 18:18:08 GMT 2025","95","","Create Book API Testing","","User creates a book with a duplicate title","","User creates a book with a duplicate title",""
"passed","Fri Jan 03 18:18:30 GMT 2025","Fri Jan 03 18:18:33 GMT 2025","3286","","Advanced Search for Products","","Search for a product using advanced search filters","","Search for a product using advanced search filters","  As a user
  I want to search for products using advanced filters
  So that I can find specific products efficiently"
"passed","Fri Jan 03 18:18:08 GMT 2025","Fri Jan 03 18:18:08 GMT 2025","34","","Create Book API Testing","","Un Authenticated Request to create book","","Un Authenticated Request to create book",""
"passed","Fri Jan 03 18:21:15 GMT 2025","Fri Jan 03 18:21:23 GMT 2025","7799","","Add a new address","","User adds a new address","","User adds a new address","  As a user
  I want to add a new address
  So that I can use them later"
"passed","Fri Jan 03 18:18:10 GMT 2025","Fri Jan 03 18:18:10 GMT 2025","94","","Update Book API Testing","","User tries to updates the Book with mismatch IDs","","User tries to updates the Book with mismatch IDs",""
"passed","Fri Jan 03 18:21:23 GMT 2025","Fri Jan 03 18:21:26 GMT 2025","3179","","Orders and Returns Functionality","","Access Orders and Returns page from Home page","","Access Orders and Returns page from Home page",""
"failed","Fri Jan 03 18:18:08 GMT 2025","Fri Jan 03 18:18:08 GMT 2025","102","","Delete Book API Testing","","User tries to delete a book","","User tries to delete a book",""
