"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Jan 03 09:03:52 GMT 2025","Fri Jan 03 09:03:52 GMT 2025","91","","Update Book API Testing","","Admin updates the book with missing mandatory fields","","Admin updates the book with missing mandatory fields",""
"passed","Fri Jan 03 09:04:05 GMT 2025","Fri Jan 03 09:04:14 GMT 2025","8956","","register new user","","Create a new account to register","","Create a new account to register","  As a user
  I want to register
  So that I can login"
"passed","Fri Jan 03 09:03:51 GMT 2025","Fri Jan 03 09:03:51 GMT 2025","93","","Get Book By ID API Testing","","Admin attempts to retrieve a non-existent book","","Admin attempts to retrieve a non-existent book",""
"passed","Fri Jan 03 09:04:14 GMT 2025","Fri Jan 03 09:04:17 GMT 2025","3621","","Advanced Search for Products","","Search for a product using advanced search filters","","Search for a product using advanced search filters","  As a user
  I want to search for products using advanced filters
  So that I can find specific products efficiently"
"failed","Fri Jan 03 09:03:51 GMT 2025","Fri Jan 03 09:03:51 GMT 2025","106","","Delete Book API Testing","","User tries to delete a book","","User tries to delete a book",""
"failed","Fri Jan 03 09:03:50 GMT 2025","Fri Jan 03 09:03:50 GMT 2025","94","","Create Book API Testing","","User creates a book without author","","User creates a book without author",""
"passed","Fri Jan 03 09:04:24 GMT 2025","Fri Jan 03 09:04:35 GMT 2025","10796","","Add review to a product","","Add review to a product","","Add review to a product","  As a user
  I want to add review to the products"
"passed","Fri Jan 03 09:07:04 GMT 2025","Fri Jan 03 09:07:07 GMT 2025","3325","","Orders and Returns Functionality","","Access Orders and Returns page from Home page","","Access Orders and Returns page from Home page",""
"skipped","Fri Jan 03 09:03:50 GMT 2025","Fri Jan 03 09:03:50 GMT 2025","3","","Create Book API Testing","","User creates a book with a duplicate title","","User creates a book with a duplicate title",""
"passed","Fri Jan 03 09:03:51 GMT 2025","Fri Jan 03 09:03:51 GMT 2025","89","","Delete Book API Testing","","Admin deletes a book with an incorrect ID","","Admin deletes a book with an incorrect ID",""
"passed","Fri Jan 03 09:04:50 GMT 2025","Fri Jan 03 09:06:38 GMT 2025","108268","","Proceed to Checkout and Place Order","","User proceeds to checkout","","User proceeds to checkout","  As a  user
  I want to add products to the cart
  and proceed to checkout
  So that I can place an order without an account, but I must create an account to complete the purchase."
"passed","Fri Jan 03 09:04:42 GMT 2025","Fri Jan 03 09:04:50 GMT 2025","7775","","Add product to wish list","","Add a product to the wish list","","Add a product to the wish list","  As a user
  I want to add products to the wish list
  So that I can purchase them later"
"broken","Fri Jan 03 09:04:17 GMT 2025","Fri Jan 03 09:04:24 GMT 2025","6690","","Product Comparison Functionality","","Add a product to the comparison list from the product detail page","","Add a product to the comparison list from the product detail page","  As a user
  I want to be able to add products to a comparison list
  So that I can compare the features of different products"
"broken","Fri Jan 03 09:06:38 GMT 2025","Fri Jan 03 09:06:55 GMT 2025","16728","","Edit an item on cart","","Edit an item on cart","","Edit an item on cart","  As a user
  I want to edit an item that already added to cart"
"failed","Fri Jan 03 09:03:50 GMT 2025","Fri Jan 03 09:03:50 GMT 2025","102","","Delete Book API Testing","","Admin deletes a book with a valid ID","","Admin deletes a book with a valid ID",""
"passed","Fri Jan 03 09:04:35 GMT 2025","Fri Jan 03 09:04:42 GMT 2025","7430","","Add product to cart","","Add a single product to the cart","","Add a single product to the cart","  As a user
  I want to add products to the cart 
  So that I can purchase them later"
"passed","Fri Jan 03 09:07:07 GMT 2025","Fri Jan 03 09:07:12 GMT 2025","5199","","remove product from cart","","Remove a product from the cart","","Remove a product from the cart","  As a user
  I want to remove products from the cart
  So that I can update my selection"
"passed","Fri Jan 03 09:03:50 GMT 2025","Fri Jan 03 09:03:50 GMT 2025","32","","Create Book API Testing","","Un Authenticated Request to create book","","Un Authenticated Request to create book",""
"passed","Fri Jan 03 09:03:51 GMT 2025","Fri Jan 03 09:03:51 GMT 2025","85","","Get Book By ID API Testing","","Invalid ID Test","","Invalid ID Test",""
"failed","Fri Jan 03 09:03:51 GMT 2025","Fri Jan 03 09:03:51 GMT 2025","91","","Get Book By ID API Testing","","User retrieves a specific book","","User retrieves a specific book",""
"failed","Fri Jan 03 09:03:50 GMT 2025","Fri Jan 03 09:03:50 GMT 2025","118","","Create Book API Testing","","User creates a book without title","","User creates a book without title",""
"skipped","Fri Jan 03 09:03:50 GMT 2025","Fri Jan 03 09:03:50 GMT 2025","4","","Create Book API Testing","","User creates a book with an empty author and title","","User creates a book with an empty author and title",""
"passed","Fri Jan 03 09:03:50 GMT 2025","Fri Jan 03 09:03:50 GMT 2025","101","","Create Book API Testing","","Admin creates a book with valid data","","Admin creates a book with valid data",""
"passed","Fri Jan 03 09:03:52 GMT 2025","Fri Jan 03 09:03:52 GMT 2025","88","","Update Book API Testing","","User updates the details of a book","","User updates the details of a book",""
"failed","Fri Jan 03 09:03:52 GMT 2025","Fri Jan 03 09:03:52 GMT 2025","88","","Update Book API Testing","","Admin updates the details of a book","","Admin updates the details of a book",""
"passed","Fri Jan 03 09:03:52 GMT 2025","Fri Jan 03 09:03:52 GMT 2025","89","","Get Book Requests","","User GET all books","","User GET all books",""
"failed","Fri Jan 03 09:03:52 GMT 2025","Fri Jan 03 09:03:52 GMT 2025","96","","Get Book Requests","","GET books with invalid query parameters","","GET books with invalid query parameters",""
"passed","Fri Jan 03 09:06:55 GMT 2025","Fri Jan 03 09:07:04 GMT 2025","8654","","Add a new address","","User adds a new address","","User adds a new address","  As a user
  I want to add a new address
  So that I can use them later"
"passed","Fri Jan 03 09:03:51 GMT 2025","Fri Jan 03 09:03:51 GMT 2025","437","","Get Book By ID API Testing","","Admin retrieves a specific book","","Admin retrieves a specific book",""
"passed","Fri Jan 03 09:03:51 GMT 2025","Fri Jan 03 09:03:52 GMT 2025","92","","Get Book Requests","","Admin GET all books","","Admin GET all books",""
"passed","Fri Jan 03 09:03:52 GMT 2025","Fri Jan 03 09:03:52 GMT 2025","88","","Update Book API Testing","","Admin updates the book with non-existing id","","Admin updates the book with non-existing id",""
"passed","Fri Jan 03 09:03:48 GMT 2025","Fri Jan 03 09:03:50 GMT 2025","1778","","Create Book API Testing","","User creates a book with valid data","","User creates a book with valid data",""
"failed","Fri Jan 03 09:03:50 GMT 2025","Fri Jan 03 09:03:51 GMT 2025","91","","Delete Book API Testing","","Admin deletes a book with an invalid ID","","Admin deletes a book with an invalid ID",""
"failed","Fri Jan 03 09:03:52 GMT 2025","Fri Jan 03 09:03:52 GMT 2025","88","","Get Book Requests","","GET books when no books exist","","GET books when no books exist",""
"skipped","Fri Jan 03 09:03:50 GMT 2025","Fri Jan 03 09:03:50 GMT 2025","3","","Create Book API Testing","","User creates a book with additional parameter","","User creates a book with additional parameter",""
