"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Jan 02 20:25:50 GMT 2025","Thu Jan 02 20:25:50 GMT 2025","93","","Update Book API Testing","","Admin updates the book with missing mandatory fields","","Admin updates the book with missing mandatory fields",""
"skipped","Thu Jan 02 20:25:49 GMT 2025","Thu Jan 02 20:25:49 GMT 2025","3","","Create Book API Testing","","User creates a book with a duplicate title","","User creates a book with a duplicate title",""
"failed","Thu Jan 02 20:25:50 GMT 2025","Thu Jan 02 20:25:50 GMT 2025","108","","Get Book Requests","","GET books with invalid query parameters","","GET books with invalid query parameters",""
"passed","Thu Jan 02 20:25:47 GMT 2025","Thu Jan 02 20:25:49 GMT 2025","1801","","Create Book API Testing","","User creates a book with valid data","","User creates a book with valid data",""
"passed","Thu Jan 02 20:25:50 GMT 2025","Thu Jan 02 20:25:50 GMT 2025","90","","Get Book Requests","","User GET all books","","User GET all books",""
"passed","Thu Jan 02 20:25:49 GMT 2025","Thu Jan 02 20:25:49 GMT 2025","31","","Create Book API Testing","","Un Authenticated Request to create book","","Un Authenticated Request to create book",""
"skipped","Thu Jan 02 20:25:49 GMT 2025","Thu Jan 02 20:25:49 GMT 2025","2","","Create Book API Testing","","User creates a book with additional parameter","","User creates a book with additional parameter",""
"passed","Thu Jan 02 20:25:50 GMT 2025","Thu Jan 02 20:25:50 GMT 2025","93","","Update Book API Testing","","Admin updates the book with non-existing id","","Admin updates the book with non-existing id",""
"passed","Thu Jan 02 20:25:49 GMT 2025","Thu Jan 02 20:25:49 GMT 2025","96","","Delete Book API Testing","","Admin deletes a book with an incorrect ID","","Admin deletes a book with an incorrect ID",""
"passed","Thu Jan 02 20:25:49 GMT 2025","Thu Jan 02 20:25:49 GMT 2025","101","","Create Book API Testing","","Admin creates a book with valid data","","Admin creates a book with valid data",""
"failed","Thu Jan 02 20:25:49 GMT 2025","Thu Jan 02 20:25:49 GMT 2025","105","","Delete Book API Testing","","User tries to delete a book","","User tries to delete a book",""
"failed","Thu Jan 02 20:25:49 GMT 2025","Thu Jan 02 20:25:49 GMT 2025","89","","Delete Book API Testing","","Admin deletes a book with an invalid ID","","Admin deletes a book with an invalid ID",""
"failed","Thu Jan 02 20:25:49 GMT 2025","Thu Jan 02 20:25:49 GMT 2025","105","","Create Book API Testing","","User creates a book without title","","User creates a book without title",""
"failed","Thu Jan 02 20:25:50 GMT 2025","Thu Jan 02 20:25:50 GMT 2025","90","","Get Book Requests","","GET books when no books exist","","GET books when no books exist",""
"failed","Thu Jan 02 20:25:49 GMT 2025","Thu Jan 02 20:25:49 GMT 2025","106","","Delete Book API Testing","","Admin deletes a book with a valid ID","","Admin deletes a book with a valid ID",""
"skipped","Thu Jan 02 20:25:49 GMT 2025","Thu Jan 02 20:25:49 GMT 2025","3","","Create Book API Testing","","User creates a book with an empty author and title","","User creates a book with an empty author and title",""
"failed","Thu Jan 02 20:25:50 GMT 2025","Thu Jan 02 20:25:50 GMT 2025","93","","Update Book API Testing","","Admin updates the details of a book","","Admin updates the details of a book",""
"passed","Thu Jan 02 20:25:49 GMT 2025","Thu Jan 02 20:25:50 GMT 2025","94","","Get Book Requests","","Admin GET all books","","Admin GET all books",""
"passed","Thu Jan 02 20:25:50 GMT 2025","Thu Jan 02 20:25:50 GMT 2025","87","","Update Book API Testing","","User updates the details of a book","","User updates the details of a book",""
"failed","Thu Jan 02 20:25:49 GMT 2025","Thu Jan 02 20:25:49 GMT 2025","94","","Create Book API Testing","","User creates a book without author","","User creates a book without author",""
