"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jan 01 19:06:48 GMT 2025","Wed Jan 01 19:06:48 GMT 2025","105","","Create Book API Testing","","User creates a book without title","","User creates a book without title",""
"failed","Wed Jan 01 19:06:48 GMT 2025","Wed Jan 01 19:06:48 GMT 2025","105","","Delete Book API Testing","","User tries to delete a book","","User tries to delete a book",""
"failed","Wed Jan 01 19:06:48 GMT 2025","Wed Jan 01 19:06:48 GMT 2025","94","","Update Book API Testing","","Admin updates the book with missing mandatory fields","","Admin updates the book with missing mandatory fields",""
"skipped","Wed Jan 01 19:06:48 GMT 2025","Wed Jan 01 19:06:48 GMT 2025","4","","Create Book API Testing","","User creates a book with an empty author and title","","User creates a book with an empty author and title",""
"passed","Wed Jan 01 19:06:48 GMT 2025","Wed Jan 01 19:06:48 GMT 2025","33","","Create Book API Testing","","Un Authenticated Request to create book","","Un Authenticated Request to create book",""
"passed","Wed Jan 01 19:06:48 GMT 2025","Wed Jan 01 19:06:48 GMT 2025","89","","Delete Book API Testing","","Admin deletes a book with an incorrect ID","","Admin deletes a book with an incorrect ID",""
"skipped","Wed Jan 01 19:06:48 GMT 2025","Wed Jan 01 19:06:48 GMT 2025","3","","Create Book API Testing","","User creates a book with a duplicate title","","User creates a book with a duplicate title",""
"failed","Wed Jan 01 19:06:48 GMT 2025","Wed Jan 01 19:06:49 GMT 2025","93","","Update Book API Testing","","Admin updates the details of a book","","Admin updates the details of a book",""
"failed","Wed Jan 01 19:06:48 GMT 2025","Wed Jan 01 19:06:48 GMT 2025","88","","Delete Book API Testing","","Admin deletes a book with an invalid ID","","Admin deletes a book with an invalid ID",""
"failed","Wed Jan 01 19:06:48 GMT 2025","Wed Jan 01 19:06:48 GMT 2025","104","","Delete Book API Testing","","Admin deletes a book with a valid ID","","Admin deletes a book with a valid ID",""
"passed","Wed Jan 01 19:06:46 GMT 2025","Wed Jan 01 19:06:48 GMT 2025","1850","","Create Book API Testing","","User creates a book with valid data","","User creates a book with valid data",""
"passed","Wed Jan 01 19:06:49 GMT 2025","Wed Jan 01 19:06:49 GMT 2025","93","","Update Book API Testing","","User updates the details of a book","","User updates the details of a book",""
"passed","Wed Jan 01 19:06:49 GMT 2025","Wed Jan 01 19:06:49 GMT 2025","99","","Update Book API Testing","","Admin updates the book with non-existing id","","Admin updates the book with non-existing id",""
"failed","Wed Jan 01 19:06:48 GMT 2025","Wed Jan 01 19:06:48 GMT 2025","95","","Create Book API Testing","","User creates a book without author","","User creates a book without author",""
"skipped","Wed Jan 01 19:06:48 GMT 2025","Wed Jan 01 19:06:48 GMT 2025","3","","Create Book API Testing","","User creates a book with additional parameter","","User creates a book with additional parameter",""
"passed","Wed Jan 01 19:06:48 GMT 2025","Wed Jan 01 19:06:48 GMT 2025","101","","Create Book API Testing","","Admin creates a book without author","","Admin creates a book without author",""
