"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Jan 03 08:13:11 GMT 2025","Fri Jan 03 08:13:11 GMT 2025","94","","Get Book Requests","","GET books with invalid query parameters","","GET books with invalid query parameters",""
"failed","Fri Jan 03 08:13:10 GMT 2025","Fri Jan 03 08:13:10 GMT 2025","104","","Delete Book API Testing","","User tries to delete a book","","User tries to delete a book",""
"failed","Fri Jan 03 08:13:10 GMT 2025","Fri Jan 03 08:13:10 GMT 2025","93","","Delete Book API Testing","","Admin deletes a book with an invalid ID","","Admin deletes a book with an invalid ID",""
"failed","Fri Jan 03 08:13:12 GMT 2025","Fri Jan 03 08:13:12 GMT 2025","87","","Update Book API Testing","","Admin updates the details of a book","","Admin updates the details of a book",""
"passed","Fri Jan 03 08:13:29 GMT 2025","Fri Jan 03 08:13:33 GMT 2025","3449","","Advanced Search for Products","","Search for a product using advanced search filters","","Search for a product using advanced search filters","  As a user
  I want to search for products using advanced filters
  So that I can find specific products efficiently"
"passed","Fri Jan 03 08:13:23 GMT 2025","Fri Jan 03 08:13:29 GMT 2025","6513","","register new user","","Create a new account to register","","Create a new account to register","  As a user
  I want to register
  So that I can login"
"passed","Fri Jan 03 08:13:11 GMT 2025","Fri Jan 03 08:13:11 GMT 2025","91","","Get Book By ID API Testing","","Admin attempts to retrieve a non-existent book","","Admin attempts to retrieve a non-existent book",""
"passed","Fri Jan 03 08:13:11 GMT 2025","Fri Jan 03 08:13:11 GMT 2025","92","","Get Book Requests","","Admin GET all books","","Admin GET all books",""
"failed","Fri Jan 03 08:13:11 GMT 2025","Fri Jan 03 08:13:11 GMT 2025","85","","Get Book Requests","","GET books when no books exist","","GET books when no books exist",""
"passed","Fri Jan 03 08:13:10 GMT 2025","Fri Jan 03 08:13:10 GMT 2025","34","","Create Book API Testing","","Un Authenticated Request to create book","","Un Authenticated Request to create book",""
"passed","Fri Jan 03 08:16:17 GMT 2025","Fri Jan 03 08:16:22 GMT 2025","5155","","remove product from cart","","Remove a product from the cart","","Remove a product from the cart","  As a user
  I want to remove products from the cart
  So that I can update my selection"
"broken","Fri Jan 03 08:16:05 GMT 2025","Fri Jan 03 08:16:14 GMT 2025","8545","","Add a new address","","User adds a new address","","User adds a new address","  As a user
  I want to add a new address
  So that I can use them later"
"passed","Fri Jan 03 08:16:14 GMT 2025","Fri Jan 03 08:16:17 GMT 2025","3107","","Orders and Returns Functionality","","Access Orders and Returns page from Home page","","Access Orders and Returns page from Home page",""
"passed","Fri Jan 03 08:13:10 GMT 2025","Fri Jan 03 08:13:10 GMT 2025","93","","Delete Book API Testing","","Admin deletes a book with an incorrect ID","","Admin deletes a book with an incorrect ID",""
"passed","Fri Jan 03 08:13:41 GMT 2025","Fri Jan 03 08:13:52 GMT 2025","10186","","Add product to cart","","Add a single product to the cart","","Add a single product to the cart","  As a user
  I want to add products to the cart 
  So that I can purchase them later"
"passed","Fri Jan 03 08:13:12 GMT 2025","Fri Jan 03 08:13:12 GMT 2025","88","","Update Book API Testing","","User updates the details of a book","","User updates the details of a book",""
"passed","Fri Jan 03 08:13:11 GMT 2025","Fri Jan 03 08:13:11 GMT 2025","89","","Get Book Requests","","User GET all books","","User GET all books",""
"passed","Fri Jan 03 08:13:10 GMT 2025","Fri Jan 03 08:13:10 GMT 2025","98","","Create Book API Testing","","Admin creates a book with valid data","","Admin creates a book with valid data",""
"failed","Fri Jan 03 08:13:11 GMT 2025","Fri Jan 03 08:13:12 GMT 2025","91","","Update Book API Testing","","Admin updates the book with missing mandatory fields","","Admin updates the book with missing mandatory fields",""
"passed","Fri Jan 03 08:13:33 GMT 2025","Fri Jan 03 08:13:41 GMT 2025","8840","","Product Comparison Functionality","","Add a product to the comparison list from the product detail page","","Add a product to the comparison list from the product detail page","  As a user
  I want to be able to add products to a comparison list
  So that I can compare the features of different products"
"failed","Fri Jan 03 08:13:09 GMT 2025","Fri Jan 03 08:13:10 GMT 2025","102","","Create Book API Testing","","User creates a book without title","","User creates a book without title",""
"failed","Fri Jan 03 08:13:10 GMT 2025","Fri Jan 03 08:13:10 GMT 2025","88","","Get Book By ID API Testing","","User retrieves a specific book","","User retrieves a specific book",""
"passed","Fri Jan 03 08:13:12 GMT 2025","Fri Jan 03 08:13:12 GMT 2025","88","","Update Book API Testing","","Admin updates the book with non-existing id","","Admin updates the book with non-existing id",""
"passed","Fri Jan 03 08:13:08 GMT 2025","Fri Jan 03 08:13:09 GMT 2025","1752","","Create Book API Testing","","User creates a book with valid data","","User creates a book with valid data",""
"skipped","Fri Jan 03 08:13:10 GMT 2025","Fri Jan 03 08:13:10 GMT 2025","2","","Create Book API Testing","","User creates a book with a duplicate title","","User creates a book with a duplicate title",""
"skipped","Fri Jan 03 08:13:10 GMT 2025","Fri Jan 03 08:13:10 GMT 2025","7","","Create Book API Testing","","User creates a book with additional parameter","","User creates a book with additional parameter",""
"broken","Fri Jan 03 08:15:49 GMT 2025","Fri Jan 03 08:16:05 GMT 2025","16842","","Edit an item on cart","","Edit an item on cart","","Edit an item on cart","  As a user
  I want to edit an item that already added to cart"
"passed","Fri Jan 03 08:13:52 GMT 2025","Fri Jan 03 08:14:00 GMT 2025","7986","","Add product to wish list","","Add a product to the wish list","","Add a product to the wish list","  As a user
  I want to add products to the wish list
  So that I can purchase them later"
"passed","Fri Jan 03 08:13:11 GMT 2025","Fri Jan 03 08:13:11 GMT 2025","84","","Get Book By ID API Testing","","Invalid ID Test","","Invalid ID Test",""
"failed","Fri Jan 03 08:13:10 GMT 2025","Fri Jan 03 08:13:10 GMT 2025","94","","Create Book API Testing","","User creates a book without author","","User creates a book without author",""
"passed","Fri Jan 03 08:14:00 GMT 2025","Fri Jan 03 08:15:49 GMT 2025","108878","","Proceed to Checkout and Place Order","","User proceeds to checkout","","User proceeds to checkout","  As a  user
  I want to add products to the cart
  and proceed to checkout
  So that I can place an order without an account, but I must create an account to complete the purchase."
"skipped","Fri Jan 03 08:13:10 GMT 2025","Fri Jan 03 08:13:10 GMT 2025","4","","Create Book API Testing","","User creates a book with an empty author and title","","User creates a book with an empty author and title",""
"failed","Fri Jan 03 08:13:10 GMT 2025","Fri Jan 03 08:13:10 GMT 2025","109","","Delete Book API Testing","","Admin deletes a book with a valid ID","","Admin deletes a book with a valid ID",""
