"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Jan 04 02:58:29 GMT 2025","Sat Jan 04 02:58:29 GMT 2025","90","","Create Book API Testing","","User creates a book with additional parameter","","User creates a book with additional parameter",""
"passed","Sat Jan 04 02:58:54 GMT 2025","Sat Jan 04 02:59:05 GMT 2025","10152","","Product Comparison Functionality","","Add a product to the comparison list from the product detail page","","Add a product to the comparison list from the product detail page","  As a user
  I want to be able to add products to a comparison list
  So that I can compare the features of different products"
"passed","Sat Jan 04 03:01:41 GMT 2025","Sat Jan 04 03:01:45 GMT 2025","3408","","Orders and Returns Functionality","","Access Orders and Returns page from Home page","","Access Orders and Returns page from Home page",""
"passed","Sat Jan 04 02:58:31 GMT 2025","Sat Jan 04 02:58:31 GMT 2025","96","","Update Book API Testing","","Admin updates the Book with valid data","","Admin updates the Book with valid data",""
"passed","Sat Jan 04 02:58:30 GMT 2025","Sat Jan 04 02:58:30 GMT 2025","92","","Get Book Requests","","Admin GET all books","","Admin GET all books",""
"passed","Sat Jan 04 02:58:29 GMT 2025","Sat Jan 04 02:58:29 GMT 2025","91","","Create Book API Testing","","User creates a book with a duplicate title","","User creates a book with a duplicate title",""
"passed","Sat Jan 04 02:58:30 GMT 2025","Sat Jan 04 02:58:30 GMT 2025","89","","Get Book Requests","","User GET all books","","User GET all books",""
"passed","Sat Jan 04 02:58:30 GMT 2025","Sat Jan 04 02:58:30 GMT 2025","84","","Get Book By ID API Testing","","Invalid ID Test","","Invalid ID Test",""
"passed","Sat Jan 04 02:58:29 GMT 2025","Sat Jan 04 02:58:29 GMT 2025","88","","Delete Book API Testing","","Admin deletes a book with an incorrect ID","","Admin deletes a book with an incorrect ID",""
"passed","Sat Jan 04 03:01:20 GMT 2025","Sat Jan 04 03:01:33 GMT 2025","12747","","Edit an item on cart","","Edit an item on cart","","Edit an item on cart","  As a user
  I want to edit an item that already added to cart"
"passed","Sat Jan 04 02:59:05 GMT 2025","Sat Jan 04 02:59:15 GMT 2025","10033","","Add review to a product","","Add review to a product","","Add review to a product","  As a user
  I want to add review to the products"
"failed","Sat Jan 04 02:58:29 GMT 2025","Sat Jan 04 02:58:29 GMT 2025","96","","Create Book API Testing","","User creates a book without author","","User creates a book without author",""
"passed","Sat Jan 04 02:58:31 GMT 2025","Sat Jan 04 02:58:31 GMT 2025","85","","Update Book API Testing","","User updates the Book with valid data","","User updates the Book with valid data",""
