"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 01 19:09:17 GMT 2025","Wed Jan 01 19:09:17 GMT 2025","106","","Create Book API Testing","","Admin creates a book without author","","Admin creates a book without author",""
"failed","Wed Jan 01 19:09:17 GMT 2025","Wed Jan 01 19:09:17 GMT 2025","96","","Create Book API Testing","","User creates a book without author","","User creates a book without author",""
"skipped","Wed Jan 01 19:09:17 GMT 2025","Wed Jan 01 19:09:17 GMT 2025","4","","Create Book API Testing","","User creates a book with an empty author and title","","User creates a book with an empty author and title",""
"failed","Wed Jan 01 19:09:18 GMT 2025","Wed Jan 01 19:09:18 GMT 2025","109","","Delete Book API Testing","","User tries to delete a book","","User tries to delete a book",""
"passed","Wed Jan 01 19:09:18 GMT 2025","Wed Jan 01 19:09:18 GMT 2025","94","","Update Book API Testing","","Admin updates the book with non-existing id","","Admin updates the book with non-existing id",""
"passed","Wed Jan 01 19:09:18 GMT 2025","Wed Jan 01 19:09:18 GMT 2025","90","","Delete Book API Testing","","Admin deletes a book with an incorrect ID","","Admin deletes a book with an incorrect ID",""
"passed","Wed Jan 01 19:09:17 GMT 2025","Wed Jan 01 19:09:17 GMT 2025","34","","Create Book API Testing","","Un Authenticated Request to create book","","Un Authenticated Request to create book",""
"failed","Wed Jan 01 19:09:18 GMT 2025","Wed Jan 01 19:09:18 GMT 2025","93","","Update Book API Testing","","Admin updates the details of a book","","Admin updates the details of a book",""
"failed","Wed Jan 01 19:09:17 GMT 2025","Wed Jan 01 19:09:17 GMT 2025","113","","Create Book API Testing","","User creates a book without title","","User creates a book without title",""
"passed","Wed Jan 01 19:09:18 GMT 2025","Wed Jan 01 19:09:18 GMT 2025","94","","Update Book API Testing","","User updates the details of a book","","User updates the details of a book",""
"passed","Wed Jan 01 19:09:15 GMT 2025","Wed Jan 01 19:09:17 GMT 2025","1820","","Create Book API Testing","","User creates a book with valid data","","User creates a book with valid data",""
"skipped","Wed Jan 01 19:09:17 GMT 2025","Wed Jan 01 19:09:17 GMT 2025","3","","Create Book API Testing","","User creates a book with a duplicate title","","User creates a book with a duplicate title",""
"failed","Wed Jan 01 19:09:17 GMT 2025","Wed Jan 01 19:09:17 GMT 2025","109","","Delete Book API Testing","","Admin deletes a book with a valid ID","","Admin deletes a book with a valid ID",""
"skipped","Wed Jan 01 19:09:17 GMT 2025","Wed Jan 01 19:09:17 GMT 2025","3","","Create Book API Testing","","User creates a book with additional parameter","","User creates a book with additional parameter",""
"failed","Wed Jan 01 19:09:18 GMT 2025","Wed Jan 01 19:09:18 GMT 2025","95","","Update Book API Testing","","Admin updates the book with missing mandatory fields","","Admin updates the book with missing mandatory fields",""
"failed","Wed Jan 01 19:09:17 GMT 2025","Wed Jan 01 19:09:18 GMT 2025","94","","Delete Book API Testing","","Admin deletes a book with an invalid ID","","Admin deletes a book with an invalid ID",""
