"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Jan 02 20:48:32 GMT 2025","Thu Jan 02 20:48:32 GMT 2025","3","","Create Book API Testing","","User creates a book with an empty author and title","","User creates a book with an empty author and title",""
"failed","Thu Jan 02 20:48:32 GMT 2025","Thu Jan 02 20:48:32 GMT 2025","98","","Get Book Requests","","GET books with invalid query parameters","","GET books with invalid query parameters",""
"passed","Thu Jan 02 20:48:32 GMT 2025","Thu Jan 02 20:48:32 GMT 2025","89","","Get Book Requests","","User GET all books","","User GET all books",""
"skipped","Thu Jan 02 20:48:32 GMT 2025","Thu Jan 02 20:48:32 GMT 2025","4","","Create Book API Testing","","User creates a book with a duplicate title","","User creates a book with a duplicate title",""
"passed","Thu Jan 02 20:48:31 GMT 2025","Thu Jan 02 20:48:31 GMT 2025","39","","Create Book API Testing","","Un Authenticated Request to create book","","Un Authenticated Request to create book",""
"failed","Thu Jan 02 20:48:32 GMT 2025","Thu Jan 02 20:48:32 GMT 2025","94","","Update Book API Testing","","Admin updates the book with missing mandatory fields","","Admin updates the book with missing mandatory fields",""
"failed","Thu Jan 02 20:48:32 GMT 2025","Thu Jan 02 20:48:32 GMT 2025","89","","Delete Book API Testing","","Admin deletes a book with an invalid ID","","Admin deletes a book with an invalid ID",""
"failed","Thu Jan 02 20:48:32 GMT 2025","Thu Jan 02 20:48:32 GMT 2025","109","","Delete Book API Testing","","Admin deletes a book with a valid ID","","Admin deletes a book with a valid ID",""
"failed","Thu Jan 02 20:48:32 GMT 2025","Thu Jan 02 20:48:32 GMT 2025","88","","Get Book Requests","","GET books when no books exist","","GET books when no books exist",""
"failed","Thu Jan 02 20:48:31 GMT 2025","Thu Jan 02 20:48:31 GMT 2025","126","","Create Book API Testing","","User creates a book without title","","User creates a book without title",""
"failed","Thu Jan 02 20:48:32 GMT 2025","Thu Jan 02 20:48:33 GMT 2025","91","","Update Book API Testing","","Admin updates the details of a book","","Admin updates the details of a book",""
"passed","Thu Jan 02 20:48:33 GMT 2025","Thu Jan 02 20:48:33 GMT 2025","92","","Update Book API Testing","","Admin updates the book with non-existing id","","Admin updates the book with non-existing id",""
"passed","Thu Jan 02 20:48:33 GMT 2025","Thu Jan 02 20:48:33 GMT 2025","90","","Update Book API Testing","","User updates the details of a book","","User updates the details of a book",""
"passed","Thu Jan 02 20:48:31 GMT 2025","Thu Jan 02 20:48:31 GMT 2025","104","","Create Book API Testing","","Admin creates a book with valid data","","Admin creates a book with valid data",""
"passed","Thu Jan 02 20:48:29 GMT 2025","Thu Jan 02 20:48:31 GMT 2025","1909","","Create Book API Testing","","User creates a book with valid data","","User creates a book with valid data",""
"passed","Thu Jan 02 20:48:32 GMT 2025","Thu Jan 02 20:48:32 GMT 2025","97","","Get Book Requests","","Admin GET all books","","Admin GET all books",""
"passed","Thu Jan 02 20:48:32 GMT 2025","Thu Jan 02 20:48:32 GMT 2025","94","","Delete Book API Testing","","Admin deletes a book with an incorrect ID","","Admin deletes a book with an incorrect ID",""
"failed","Thu Jan 02 20:48:31 GMT 2025","Thu Jan 02 20:48:31 GMT 2025","99","","Create Book API Testing","","User creates a book without author","","User creates a book without author",""
"failed","Thu Jan 02 20:48:32 GMT 2025","Thu Jan 02 20:48:32 GMT 2025","106","","Delete Book API Testing","","User tries to delete a book","","User tries to delete a book",""
"skipped","Thu Jan 02 20:48:32 GMT 2025","Thu Jan 02 20:48:32 GMT 2025","3","","Create Book API Testing","","User creates a book with additional parameter","","User creates a book with additional parameter",""
