"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Jan 01 19:16:08 GMT 2025","Wed Jan 01 19:16:08 GMT 2025","4","","Create Book API Testing","","User creates a book with a duplicate title","","User creates a book with a duplicate title",""
"failed","Wed Jan 01 19:16:08 GMT 2025","Wed Jan 01 19:16:08 GMT 2025","94","","Create Book API Testing","","User creates a book without author","","User creates a book without author",""
"passed","Wed Jan 01 19:16:25 GMT 2025","Wed Jan 01 19:16:26 GMT 2025","874","","remove product from cart","","Remove a product from the cart","","Remove a product from the cart","  As a user
  I want to remove products from the cart
  So that I can update my selection"
"passed","Wed Jan 01 19:16:18 GMT 2025","Wed Jan 01 19:16:25 GMT 2025","7279","","Add product to cart","","Add a single product to the cart","","Add a single product to the cart","  As a user
  I want to add products to the cart 
  So that I can purchase them later"
"passed","Wed Jan 01 19:16:09 GMT 2025","Wed Jan 01 19:16:09 GMT 2025","89","","Update Book API Testing","","User updates the details of a book","","User updates the details of a book",""
"skipped","Wed Jan 01 19:16:08 GMT 2025","Wed Jan 01 19:16:08 GMT 2025","4","","Create Book API Testing","","User creates a book with additional parameter","","User creates a book with additional parameter",""
"passed","Wed Jan 01 19:16:08 GMT 2025","Wed Jan 01 19:16:08 GMT 2025","86","","Delete Book API Testing","","Admin deletes a book with an incorrect ID","","Admin deletes a book with an incorrect ID",""
"failed","Wed Jan 01 19:16:08 GMT 2025","Wed Jan 01 19:16:08 GMT 2025","106","","Delete Book API Testing","","User tries to delete a book","","User tries to delete a book",""
"failed","Wed Jan 01 19:16:08 GMT 2025","Wed Jan 01 19:16:08 GMT 2025","105","","Delete Book API Testing","","Admin deletes a book with a valid ID","","Admin deletes a book with a valid ID",""
"failed","Wed Jan 01 19:16:08 GMT 2025","Wed Jan 01 19:16:08 GMT 2025","96","","Update Book API Testing","","Admin updates the book with missing mandatory fields","","Admin updates the book with missing mandatory fields",""
"failed","Wed Jan 01 19:16:08 GMT 2025","Wed Jan 01 19:16:09 GMT 2025","96","","Update Book API Testing","","Admin updates the details of a book","","Admin updates the details of a book",""
"passed","Wed Jan 01 19:16:09 GMT 2025","Wed Jan 01 19:16:09 GMT 2025","94","","Update Book API Testing","","Admin updates the book with non-existing id","","Admin updates the book with non-existing id",""
"passed","Wed Jan 01 19:16:06 GMT 2025","Wed Jan 01 19:16:07 GMT 2025","1872","","Create Book API Testing","","User creates a book with valid data","","User creates a book with valid data",""
"passed","Wed Jan 01 19:16:08 GMT 2025","Wed Jan 01 19:16:08 GMT 2025","30","","Create Book API Testing","","Un Authenticated Request to create book","","Un Authenticated Request to create book",""
"failed","Wed Jan 01 19:16:08 GMT 2025","Wed Jan 01 19:16:08 GMT 2025","86","","Delete Book API Testing","","Admin deletes a book with an invalid ID","","Admin deletes a book with an invalid ID",""
"skipped","Wed Jan 01 19:16:08 GMT 2025","Wed Jan 01 19:16:08 GMT 2025","4","","Create Book API Testing","","User creates a book with an empty author and title","","User creates a book with an empty author and title",""
"failed","Wed Jan 01 19:16:07 GMT 2025","Wed Jan 01 19:16:08 GMT 2025","104","","Create Book API Testing","","User creates a book without title","","User creates a book without title",""
"passed","Wed Jan 01 19:16:08 GMT 2025","Wed Jan 01 19:16:08 GMT 2025","104","","Create Book API Testing","","Admin creates a book without author","","Admin creates a book without author",""
