"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Jan 02 11:32:39 GMT 2025","Thu Jan 02 11:32:39 GMT 2025","3","","Create Book API Testing","","User creates a book with additional parameter","","User creates a book with additional parameter",""
"passed","Thu Jan 02 11:32:39 GMT 2025","Thu Jan 02 11:32:39 GMT 2025","99","","Create Book API Testing","","Admin creates a book without author","","Admin creates a book without author",""
"failed","Thu Jan 02 11:32:39 GMT 2025","Thu Jan 02 11:32:39 GMT 2025","88","","Delete Book API Testing","","Admin deletes a book with an invalid ID","","Admin deletes a book with an invalid ID",""
"failed","Thu Jan 02 11:32:40 GMT 2025","Thu Jan 02 11:32:40 GMT 2025","105","","Update Book API Testing","","Admin updates the book with missing mandatory fields","","Admin updates the book with missing mandatory fields",""
"passed","Thu Jan 02 11:32:40 GMT 2025","Thu Jan 02 11:32:40 GMT 2025","89","","Update Book API Testing","","User updates the details of a book","","User updates the details of a book",""
"passed","Thu Jan 02 11:32:39 GMT 2025","Thu Jan 02 11:32:39 GMT 2025","32","","Create Book API Testing","","Un Authenticated Request to create book","","Un Authenticated Request to create book",""
"skipped","Thu Jan 02 11:32:39 GMT 2025","Thu Jan 02 11:32:39 GMT 2025","3","","Create Book API Testing","","User creates a book with a duplicate title","","User creates a book with a duplicate title",""
"failed","Thu Jan 02 11:32:39 GMT 2025","Thu Jan 02 11:32:39 GMT 2025","108","","Delete Book API Testing","","Admin deletes a book with a valid ID","","Admin deletes a book with a valid ID",""
"failed","Thu Jan 02 11:32:39 GMT 2025","Thu Jan 02 11:32:40 GMT 2025","103","","Delete Book API Testing","","User tries to delete a book","","User tries to delete a book",""
"passed","Thu Jan 02 11:32:40 GMT 2025","Thu Jan 02 11:32:40 GMT 2025","94","","Update Book API Testing","","Admin updates the book with non-existing id","","Admin updates the book with non-existing id",""
"passed","Thu Jan 02 11:33:20 GMT 2025","Thu Jan 02 11:33:25 GMT 2025","4616","","register new user","","Create a new account to register","","Create a new account to register","  As a user
  I want to register
  So that I can login"
"passed","Thu Jan 02 11:32:37 GMT 2025","Thu Jan 02 11:32:39 GMT 2025","1851","","Create Book API Testing","","User creates a book with valid data","","User creates a book with valid data",""
"failed","Thu Jan 02 11:32:39 GMT 2025","Thu Jan 02 11:32:39 GMT 2025","97","","Create Book API Testing","","User creates a book without author","","User creates a book without author",""
"passed","Thu Jan 02 11:32:39 GMT 2025","Thu Jan 02 11:32:39 GMT 2025","88","","Delete Book API Testing","","Admin deletes a book with an incorrect ID","","Admin deletes a book with an incorrect ID",""
"skipped","Thu Jan 02 11:32:39 GMT 2025","Thu Jan 02 11:32:39 GMT 2025","4","","Create Book API Testing","","User creates a book with an empty author and title","","User creates a book with an empty author and title",""
"passed","Thu Jan 02 11:32:49 GMT 2025","Thu Jan 02 11:33:20 GMT 2025","30991","","Add product to cart","","Add a single product to the cart","","Add a single product to the cart","  As a user
  I want to add products to the cart 
  So that I can purchase them later"
"failed","Thu Jan 02 11:32:39 GMT 2025","Thu Jan 02 11:32:39 GMT 2025","104","","Create Book API Testing","","User creates a book without title","","User creates a book without title",""
"passed","Thu Jan 02 11:33:25 GMT 2025","Thu Jan 02 11:33:26 GMT 2025","1390","","remove product from cart","","Remove a product from the cart","","Remove a product from the cart","  As a user
  I want to remove products from the cart
  So that I can update my selection"
"failed","Thu Jan 02 11:32:40 GMT 2025","Thu Jan 02 11:32:40 GMT 2025","92","","Update Book API Testing","","Admin updates the details of a book","","Admin updates the details of a book",""
